date,highTemp,avgHighTemp,avgLowTemp,lowTemp,snowfall,snowfallDays
string,number,number,number,number,number,number
Date,Highest temp,Average high temp,Average low temp,Lowest temp,Snowfall,Snowfall Days
1891-01,13.3,3.1,-4.1,-11.1,375.9,6.0
1891-02,16.7,4.1,-4.2,-16.7,299.7,6.0
1891-03,12.8,4.5,-2.6,-16.1,406.4,4.0
1891-04,25.6,13.8,4.0,-2.8,0.0,0.0
1891-05,27.2,18.1,8.4,0.6,0.0,0.0
1891-06,35.6,23.0,13.6,7.2,0.0,0.0
1891-07,32.2,24.7,16.3,13.3,0.0,0.0
1891-08,32.2,24.9,17.3,12.2,0.0,0.0
1891-09,32.2,23.3,15.3,10.0,0.0,0.0
1891-10,28.3,14.8,6.9,-2.2,0.0,0.0
1891-11,18.9,9.0,1.4,-12.8,0.0,0.0
1891-12,17.8,8.6,0.8,-11.7,0.0,0.0
1892-01,17.2,2.1,-6.2,-17.2,317.5,6.0
1892-02,7.8,1.0,-5.0,-15.0,355.6,6.0
1892-03,13.3,4.3,-3.3,-10.0,515.6,5.0
1892-04,25.0,14.1,4.0,-2.8,0.0,0.0
1892-05,25.6,17.3,9.3,3.9,0.0,0.0
1892-06,35.6,25.6,16.1,9.4,0.0,0.0
1892-07,35.6,27.4,18.1,12.2,0.0,0.0
1892-08,34.4,24.9,17.6,12.8,0.0,0.0
1892-09,26.7,21.5,12.4,7.8,0.0,0.0
1892-10,25.6,15.5,7.4,2.2,0.0,0.0
1892-11,18.9,8.4,1.8,-6.7,30.5,2.0
1892-12,8.9,2.4,-4.7,-17.8,63.5,3.0
1893-01,11.7,-2.3,-10.8,-20.0,370.8,11.0
1893-02,11.7,1.8,-7.8,-18.3,896.6,11.0
1893-03,14.4,5.0,-2.9,-10.6,114.3,3.0
1893-04,20.0,11.9,2.3,-3.3,200.7,2.0
1893-05,31.1,18.0,9.1,3.3,0.0,0.0
1893-06,34.4,22.4,14.0,11.1,0.0,0.0
1893-07,32.8,26.9,17.0,12.2,0.0,0.0
1893-08,33.9,24.9,16.9,11.7,0.0,0.0
1893-09,26.7,19.9,11.2,6.1,0.0,0.0
1893-10,26.1,16.8,8.6,-1.1,0.0,0.0
1893-11,20.0,9.9,1.3,-6.7,10.2,2.0
1893-12,13.9,4.0,-6.4,-17.8,469.9,8.0
1894-01,13.3,3.0,-5.2,-16.7,381.0,6.0
1894-02,10.6,1.5,-7.5,-21.7,548.6,7.0
1894-03,21.1,10.2,1.1,-6.7,0.0,0.0
1894-04,26.1,12.5,4.0,-5.0,215.9,3.0
1894-05,31.1,19.5,9.2,3.9,0.0,0.0
1894-06,35.0,26.3,14.8,8.3,0.0,0.0
1894-07,36.1,27.9,18.4,13.3,0.0,0.0
1894-08,32.2,24.4,15.7,8.3,0.0,0.0
1894-09,31.1,22.2,14.3,5.6,0.0,0.0
1894-10,24.4,15.9,8.5,3.3,0.0,0.0
1894-11,18.9,7.5,-0.3,-9.4,162.6,4.0
1894-12,12.8,4.9,-4.0,-13.3,342.9,7.0
1895-01,12.2,2.5,-5.9,-15.6,353.1,7.0
1895-02,7.8,0.9,-8.9,-21.1,223.5,5.0
1895-03,14.4,5.1,-2.2,-10.0,96.5,6.0
1895-04,26.7,12.1,3.4,-2.8,12.7,1.0
1895-05,32.2,21.5,10.1,2.2,0.0,0.0
1895-06,35.6,23.3,15.4,10.0,0.0,0.0
1895-07,29.4,25.0,16.5,12.2,0.0,0.0
1895-08,31.7,26.3,17.0,10.0,0.0,0.0
1895-09,35.6,23.7,13.9,5.6,0.0,0.0
1895-10,21.1,14.4,5.2,0.0,0.0,0.0
1895-11,22.8,11.8,3.3,-6.1,0.0,0.0
1895-12,17.8,6.0,-2.3,-13.3,132.1,3.0
1896-01,7.2,-0.5,-7.5,-23.3,241.3,7.0
1896-02,13.3,2.8,-6.6,-23.9,241.3,7.0
1896-03,17.8,4.2,-4.2,-11.1,368.3,8.0
1896-04,28.9,13.0,3.9,-3.9,0.0,0.0
1896-05,34.4,21.0,10.4,3.3,0.0,0.0
1896-06,33.3,23.6,14.3,9.4,0.0,0.0
1896-07,33.9,26.5,17.8,13.9,0.0,0.0
1896-08,35.0,25.7,17.3,11.1,0.0,0.0
1896-09,32.2,20.9,12.6,4.4,0.0,0.0
1896-10,24.4,13.7,6.5,0.6,0.0,0.0
1896-11,22.2,12.5,3.6,-5.6,55.9,2.0
1896-12,14.4,3.1,-4.9,-15.6,218.4,2.0
1897-01,15.6,2.3,-6.2,-16.7,462.3,3.0
1897-02,11.1,3.1,-4.3,-11.1,276.9,3.0
1897-03,13.9,7.0,-1.5,-13.9,83.8,5.0
1897-04,27.2,14.6,4.3,-6.1,0.0,0.0
1897-05,24.4,18.7,9.8,3.9,0.0,0.0
1897-06,30.6,21.4,12.2,8.3,0.0,0.0
1897-07,34.4,26.2,17.8,12.8,0.0,0.0
1897-08,30.0,25.2,16.6,11.7,0.0,0.0
1897-09,34.4,22.2,12.4,5.0,0.0,0.0
1897-10,31.1,17.4,7.5,0.0,0.0,0.0
1897-11,20.0,9.8,0.7,-10.6,205.7,3.0
1897-12,17.8,4.6,-2.4,-12.8,198.1,8.0
1898-01,12.8,2.2,-5.9,-17.2,414.0,6.0
1898-02,15.0,4.3,-3.5,-15.0,292.1,2.0
1898-03,18.9,9.9,2.1,-3.9,152.4,3.0
1898-04,22.2,10.2,2.9,-5.0,55.9,4.0
1898-05,28.9,17.2,9.4,3.9,0.0,0.0
1898-06,33.3,23.1,14.4,10.0,0.0,0.0
1898-07,37.2,26.4,17.8,12.8,0.0,0.0
1898-08,34.4,27.1,18.5,12.8,0.0,0.0
1898-09,33.3,23.9,14.0,6.7,0.0,0.0
1898-10,29.4,16.2,8.5,1.7,0.0,0.0
1898-11,17.2,9.0,2.1,-5.6,452.1,3.0
1898-12,14.4,3.8,-3.9,-17.8,190.5,4.0
1899-01,13.9,3.4,-6.7,-19.4,154.9,4.0
1899-02,12.2,1.2,-6.9,-20.0,767.1,10.0
1899-03,18.3,4.8,-2.6,-9.4,236.2,9.0
1899-04,28.3,14.1,3.8,-2.2,0.0,0.0
1899-05,31.7,19.1,9.5,5.0,0.0,0.0
1899-06,33.9,26.5,15.7,11.1,0.0,0.0
1899-07,34.4,27.6,17.6,12.8,0.0,0.0
1899-08,32.2,24.5,16.3,11.7,0.0,0.0
1899-09,27.8,21.2,12.1,6.7,0.0,0.0
1899-10,25.0,16.5,8.5,1.1,0.0,0.0
1899-11,18.9,9.5,1.7,-3.9,2.5,1.0
1899-12,18.9,6.3,-1.6,-15.0,0.0,0.0
1900-01,15.6,4.2,-6.3,-13.3,210.8,5.0
1900-02,15.6,2.8,-5.8,-20.0,228.6,2.0
1900-03,15.0,6.3,-4.1,-13.9,193.0,5.0
1900-04,27.2,14.0,4.4,-2.8,0.0,0.0
1900-05,33.9,18.3,7.5,0.6,0.0,0.0
1900-06,34.4,25.6,15.1,7.8,0.0,0.0
1900-07,36.1,28.2,18.3,12.8,0.0,0.0
1900-08,36.1,26.1,17.3,11.1,0.0,0.0
1900-09,32.8,22.4,14.2,6.7,0.0,0.0
1900-10,27.8,17.5,9.9,0.0,0.0,0.0
1900-11,22.8,11.0,3.1,-6.1,2.5,1.0
1900-12,15.0,4.8,-3.2,-13.3,20.3,4.0
1901-01,10.0,1.5,-6.4,-19.4,198.1,6.0
1901-02,8.3,-0.5,-8.1,-12.2,223.5,5.0
1901-03,14.4,6.1,-1.4,-12.8,0.0,0.0
1901-04,23.9,8.9,3.9,0.6,0.0,0.0
1901-05,28.9,16.1,8.7,3.3,0.0,0.0
1901-06,36.1,25.1,15.1,9.4,0.0,0.0
1901-07,35.6,27.5,18.5,11.7,0.0,0.0
1901-08,31.1,25.2,17.8,15.0,0.0,0.0
1901-09,31.7,23.1,14.0,6.7,0.0,0.0
1901-10,24.4,17.3,7.6,1.7,0.0,0.0
1901-11,18.3,6.5,-0.6,-11.1,0.0,0.0
1901-12,17.8,4.2,-3.6,-12.8,320.0,5.0
1902-01,12.2,1.4,-7.1,-15.6,279.4,5.0
1902-02,11.1,1.7,-5.2,-11.1,330.2,6.0
1902-03,20.6,10.2,2.4,-3.3,190.5,2.0
1902-04,23.9,13.3,4.9,1.1,0.0,0.0
1902-05,31.1,19.4,9.2,1.1,0.0,0.0
1902-06,33.3,23.2,12.6,9.4,0.0,0.0
1902-07,32.8,23.9,15.9,11.1,0.0,0.0
1902-08,29.4,23.9,15.6,11.7,0.0,0.0
1902-09,31.7,20.6,13.5,8.3,0.0,0.0
1902-10,24.4,16.4,7.6,0.6,0.0,0.0
1902-11,21.1,12.5,3.3,-2.2,0.0,0.0
1902-12,14.4,2.6,-6.4,-22.2,579.1,10.0
1903-01,10.0,2.2,-5.9,-18.3,106.7,4.0
1903-02,16.7,3.6,-4.2,-16.1,373.4,3.0
1903-03,24.4,11.4,2.4,-5.0,7.6,1.0
1903-04,28.3,13.1,4.5,-3.3,0.0,0.0
1903-05,31.1,19.7,9.7,1.1,0.0,0.0
1903-06,29.4,19.0,11.9,8.9,0.0,0.0
1903-07,33.9,26.5,17.3,12.8,0.0,0.0
1903-08,30.0,21.9,14.7,11.1,0.0,0.0
1903-09,32.8,22.7,13.3,5.6,0.0,0.0
1903-10,24.4,16.1,8.3,-0.6,0.0,0.0
1903-11,23.3,8.4,0.6,-9.4,0.0,0.0
1903-12,12.8,2.6,-5.9,-16.7,269.2,6.0
1904-01,7.8,-1.7,-9.9,-21.1,906.8,13.0
1904-02,9.4,-0.4,-10.1,-18.3,419.1,7.0
1904-03,21.1,5.5,-2.7,-13.3,226.1,5.0
1904-04,21.1,11.4,2.6,-3.3,30.5,2.0
1904-05,30.6,20.8,11.2,6.1,0.0,0.0
1904-06,33.3,22.1,13.4,8.9,0.0,0.0
1904-07,31.7,26.2,17.6,13.3,0.0,0.0
1904-08,31.7,24.6,16.2,11.1,0.0,0.0
1904-09,30.0,21.5,12.4,1.7,0.0,0.0
1904-10,23.3,14.9,5.7,-2.8,0.0,0.0
1904-11,15.6,7.5,-0.6,-9.4,0.0,0.0
1904-12,9.4,0.5,-7.4,-14.4,304.8,8.0
1905-01,11.1,0.3,-7.9,-15.6,541.0,8.0
1905-02,6.1,-0.5,-9.1,-16.1,203.2,6.0
1905-03,20.6,7.3,-1.6,-11.1,91.4,3.0
1905-04,23.3,13.0,3.5,-1.1,0.0,0.0
1905-05,28.3,19.1,9.4,3.3,0.0,0.0
1905-06,32.2,23.2,13.7,7.8,0.0,0.0
1905-07,34.4,27.2,18.6,15.0,0.0,0.0
1905-08,32.2,24.2,16.5,10.6,0.0,0.0
1905-09,27.2,20.6,12.7,5.0,0.0,0.0
1905-10,26.7,16.4,7.6,0.0,0.0,0.0
1905-11,17.8,9.9,0.8,-10.6,0.0,0.0
1905-12,16.1,5.9,-2.5,-13.3,88.9,1.0
1906-01,20.0,6.6,-2.1,-12.8,154.9,5.0
1906-02,17.2,3.2,-5.8,-18.3,154.9,3.0
1906-03,13.3,4.3,-3.9,-13.3,556.3,6.0
1906-04,21.1,12.7,4.2,-2.2,0.0,0.0
1906-05,30.0,19.5,9.4,3.3,0.0,0.0
1906-06,31.1,24.0,14.2,7.8,0.0,0.0
1906-07,31.7,24.8,17.5,12.8,0.0,0.0
1906-08,33.9,26.3,18.2,13.9,0.0,0.0
1906-09,32.2,23.0,13.6,6.7,0.0,0.0
1906-10,22.8,15.1,7.7,1.7,0.0,0.0
1906-11,20.0,8.9,1.8,-5.0,27.9,2.0
1906-12,12.2,2.6,-5.8,-17.2,393.7,10.0
1907-01,14.4,1.5,-7.0,-21.7,408.9,9.0
1907-02,11.1,-1.0,-10.5,-18.9,647.7,13.0
1907-03,21.7,7.4,-0.8,-10.0,167.6,8.0
1907-04,22.8,10.8,1.9,-2.8,78.7,5.0
1907-05,27.2,15.6,7.1,0.6,0.0,0.0
1907-06,34.4,23.1,13.6,7.2,0.0,0.0
1907-07,32.8,27.1,17.8,14.4,0.0,0.0
1907-08,34.4,25.3,16.5,12.2,0.0,0.0
1907-09,30.6,22.0,14.1,6.7,0.0,0.0
1907-10,23.3,14.6,5.3,0.0,0.0,0.0
1907-11,16.1,9.5,3.0,-3.9,0.0,0.0
1907-12,17.8,6.6,-0.8,-6.7,177.8,6.0
1908-01,13.9,4.7,-5.2,-17.2,109.2,3.0
1908-02,15.6,1.4,-7.3,-18.9,236.2,4.0
1908-03,21.1,8.1,-0.8,-9.4,121.9,4.0
1908-04,29.4,13.2,3.3,-4.4,20.3,1.0
1908-05,31.1,19.5,10.4,3.9,0.0,0.0
1908-06,32.2,26.4,15.6,9.4,0.0,0.0
1908-07,36.1,28.2,18.6,14.4,0.0,0.0
1908-08,32.2,24.5,17.0,8.3,0.0,0.0
1908-09,31.1,23.2,14.4,8.3,0.0,0.0
1908-10,26.7,17.3,8.7,1.7,0.0,0.0
1908-11,18.3,10.5,2.4,-3.9,0.0,0.0
1908-12,19.4,5.0,-3.5,-12.2,88.9,3.0
1909-01,15.6,3.4,-5.3,-16.1,284.5,7.0
1909-02,15.0,4.8,-4.1,-16.1,58.4,2.0
1909-03,12.8,6.5,-1.2,-8.3,78.7,5.0
1909-04,28.3,13.4,4.1,-3.9,0.0,0.0
1909-05,28.3,17.4,9.0,3.3,0.0,0.0
1909-06,34.4,25.4,16.1,9.4,0.0,0.0
1909-07,35.0,26.8,17.1,11.7,0.0,0.0
1909-08,34.4,25.0,16.6,10.0,0.0,0.0
1909-09,27.8,21.0,13.0,7.8,0.0,0.0
1909-10,25.0,15.8,7.4,0.6,0.0,0.0
1909-11,24.4,12.0,4.0,-2.8,0.0,0.0
1909-12,13.3,2.5,-3.9,-15.6,312.4,2.0
1910-01,13.9,3.9,-3.9,-19.4,302.3,10.0
1910-02,15.6,3.2,-6.0,-19.4,320.0,5.0
1910-03,25.6,9.8,1.3,-8.3,5.1,1.0
1910-04,25.6,15.3,6.5,1.7,0.0,0.0
1910-05,30.0,18.2,10.3,4.4,0.0,0.0
1910-06,33.3,22.7,14.1,7.8,0.0,0.0
1910-07,34.4,28.5,19.2,14.4,0.0,0.0
1910-08,31.1,24.4,16.5,12.2,0.0,0.0
1910-09,27.8,21.3,12.9,8.3,0.0,0.0
1910-10,29.4,18.1,8.6,0.6,0.0,0.0
1910-11,16.1,8.1,2.1,-3.3,35.6,1.0
1910-12,12.8,1.5,-6.6,-14.4,208.3,8.0
1911-01,15.6,4.2,-4.4,-15.6,17.8,4.0
1911-02,13.3,1.3,-6.9,-15.6,495.3,11.0
1911-03,18.9,6.2,-2.3,-10.0,78.7,2.0
1911-04,26.7,12.3,3.3,-5.0,195.6,4.0
1911-05,33.3,22.3,11.6,0.6,0.0,0.0
1911-06,30.0,22.9,14.4,10.0,0.0,0.0
1911-07,40.0,30.0,20.1,13.9,0.0,0.0
1911-08,33.3,24.6,16.5,12.8,0.0,0.0
1911-09,29.4,21.0,12.9,5.0,0.0,0.0
1911-10,22.8,15.2,7.8,1.1,0.0,0.0
1911-11,20.0,9.7,1.2,-3.9,7.6,1.0
1911-12,20.0,7.6,0.5,-9.4,94.0,2.0
1912-01,11.7,-1.8,-9.9,-20.6,452.1,12.0
1912-02,13.9,1.8,-6.5,-18.3,5.1,2.0
1912-03,17.8,6.9,-2.5,-11.7,231.1,6.0
1912-04,25.0,13.2,3.8,-2.8,12.7,2.0
1912-05,30.0,19.3,10.3,5.6,0.0,0.0
1912-06,33.3,25.5,14.5,7.2,0.0,0.0
1912-07,37.2,27.8,18.0,13.3,0.0,0.0
1912-08,32.2,24.9,16.1,9.4,0.0,0.0
1912-09,32.2,21.9,13.3,4.4,0.0,0.0
1912-10,30.0,18.9,9.4,2.2,0.0,0.0
1912-11,21.1,11.7,3.5,-4.4,7.6,1.0
1912-12,20.6,7.3,-0.1,-9.4,233.7,4.0
1913-01,16.7,8.9,-0.8,-10.6,7.6,1.0
1913-02,15.6,2.4,-7.1,-16.1,195.6,5.0
1913-03,22.8,11.1,0.5,-12.2,12.7,1.0
1913-04,24.4,12.6,5.1,-1.7,35.6,2.0
1913-05,25.6,17.1,8.6,2.8,0.0,0.0
1913-06,32.8,25.2,14.3,8.3,0.0,0.0
1913-07,35.6,28.3,18.1,15.6,0.0,0.0
1913-08,35.6,26.2,16.8,13.3,0.0,0.0
1913-09,30.0,21.1,12.3,5.0,0.0,0.0
1913-10,23.3,16.6,10.6,-0.6,0.0,0.0
1913-11,21.7,12.1,4.0,-2.8,0.0,0.0
1913-12,13.3,7.2,-0.7,-7.8,22.9,2.0
1914-01,17.2,2.5,-6.2,-22.8,261.6,7.0
1914-02,13.3,0.0,-8.5,-23.9,523.2,7.0
1914-03,23.3,6.4,-1.1,-8.9,132.1,6.0
1914-04,30.6,12.1,2.7,-2.8,50.8,4.0
1914-05,35.0,21.1,10.4,3.3,0.0,0.0
1914-06,34.4,24.6,14.6,9.4,0.0,0.0
1914-07,32.2,24.5,16.2,10.6,0.0,0.0
1914-08,32.2,25.4,17.2,12.8,0.0,0.0
1914-09,34.4,23.2,12.9,1.1,0.0,0.0
1914-10,28.3,18.6,9.2,-1.7,0.0,0.0
1914-11,23.3,10.4,1.5,-6.7,0.0,0.0
1914-12,16.7,2.8,-4.6,-18.9,104.1,3.0
1915-01,16.7,4.2,-3.0,-16.1,177.8,6.0
1915-02,16.1,4.7,-3.4,-12.2,129.5,4.0
1915-03,15.6,6.8,-2.6,-10.6,0.0,0.0
1915-04,28.9,15.2,5.6,-1.1,154.9,2.0
1915-05,26.7,18.4,8.9,3.9,0.0,0.0
1915-06,30.6,21.8,13.6,6.7,0.0,0.0
1915-07,32.2,25.1,17.2,14.4,0.0,0.0
1915-08,31.7,24.6,16.6,10.6,0.0,0.0
1915-09,34.4,23.6,15.1,6.7,0.0,0.0
1915-10,25.6,17.3,9.0,2.8,0.0,0.0
1915-11,22.2,11.3,3.6,-1.7,5.1,1.0
1915-12,16.1,4.6,-2.2,-8.9,170.2,7.0
1916-01,18.9,5.4,-4.2,-15.6,121.9,5.0
1916-02,13.9,0.6,-7.8,-17.8,769.6,8.0
1916-03,12.8,3.1,-4.6,-13.9,838.2,14.0
1916-04,20.0,11.3,3.9,0.0,106.7,6.0
1916-05,29.4,19.3,10.3,6.7,0.0,0.0
1916-06,28.9,21.1,13.0,9.4,0.0,0.0
1916-07,33.9,26.8,18.3,13.3,0.0,0.0
1916-08,35.0,26.6,17.6,12.2,0.0,0.0
1916-09,32.2,23.3,13.3,6.7,0.0,0.0
1916-10,28.9,17.9,8.2,2.2,0.0,0.0
1916-11,20.0,10.2,1.6,-5.6,17.8,3.0
1916-12,15.0,3.5,-2.8,-12.2,241.3,4.0
1917-01,12.8,3.1,-5.1,-15.0,332.7,9.0
1917-02,11.7,1.0,-7.9,-19.4,226.1,5.0
1917-03,16.1,7.0,-1.1,-8.3,327.7,4.0
1917-04,22.2,10.0,3.3,-3.3,231.1,1.0
1917-05,26.7,14.3,6.5,2.2,0.0,0.0
1917-06,30.6,23.6,14.0,10.0,0.0,0.0
1917-07,36.7,27.2,18.7,13.3,0.0,0.0
1917-08,36.7,27.2,18.2,14.4,0.0,0.0
1917-09,28.3,20.1,11.3,4.4,0.0,0.0
1917-10,21.7,15.3,6.8,2.8,0.0,0.0
1917-11,18.3,8.3,0.0,-10.6,55.9,1.0
1917-12,8.9,-0.3,-8.9,-25.6,177.8,7.0
1918-01,12.2,-2.3,-9.9,-19.4,350.5,12.0
1918-02,13.9,2.6,-8.2,-23.3,144.8,7.0
1918-03,20.6,7.5,-2.3,-11.7,325.1,5.0
1918-04,24.4,13.3,4.2,-0.6,106.7,2.0
1918-05,31.7,23.0,11.8,6.7,0.0,0.0
1918-06,33.3,22.2,13.3,8.3,0.0,0.0
1918-07,36.7,26.2,17.2,12.2,0.0,0.0
1918-08,35.6,25.7,17.0,11.7,0.0,0.0
1918-09,27.2,20.4,11.9,7.2,0.0,0.0
1918-10,26.1,18.0,8.8,3.3,0.0,0.0
1918-11,18.3,10.8,3.7,-7.2,0.0,0.0
1918-12,17.2,5.1,-2.0,-10.6,213.4,6.0
1919-01,15.0,4.9,-3.5,-16.7,104.1,2.0
1919-02,11.1,4.3,-3.7,-8.9,157.5,4.0
1919-03,17.2,9.1,0.7,-9.4,61.0,3.0
1919-04,20.0,12.3,4.2,-7.2,0.0,0.0
1919-05,33.9,19.7,10.4,5.0,0.0,0.0
1919-06,36.7,24.4,14.7,9.4,0.0,0.0
1919-07,38.3,27.7,19.0,12.8,0.0,0.0
1919-08,32.2,24.7,16.2,12.8,0.0,0.0
1919-09,32.8,22.2,13.2,7.2,0.0,0.0
1919-10,27.2,17.1,8.6,0.6,0.0,0.0
1919-11,18.3,9.9,2.0,-3.9,5.1,1.0
1919-12,16.1,2.3,-5.9,-21.1,73.7,6.0
1920-01,8.9,-1.4,-10.8,-22.2,629.9,11.0
1920-02,11.1,1.4,-6.3,-21.7,825.5,11.0
1920-03,22.2,8.9,-0.8,-12.2,279.4,3.0
1920-04,19.4,11.2,3.4,-3.3,50.8,1.0
1920-05,30.0,16.5,8.6,2.2,0.0,0.0
1920-06,32.2,23.4,14.2,8.3,0.0,0.0
1920-07,32.2,27.5,17.5,13.3,0.0,0.0
1920-08,33.9,26.0,18.4,13.3,0.0,0.0
1920-09,29.4,22.7,14.2,7.2,0.0,0.0
1920-10,27.8,20.3,10.6,2.8,0.0,0.0
1920-11,17.8,9.1,1.6,-5.6,45.7,2.0
1920-12,14.4,5.4,-1.4,-15.0,139.7,3.0
1921-01,13.3,4.4,-4.3,-17.8,91.4,5.0
1921-02,15.0,4.2,-3.6,-13.3,589.3,5.0
1921-03,28.3,13.2,2.6,-6.7,0.0,0.0
1921-04,25.0,15.3,6.6,0.0,0.0,0.0
1921-05,33.9,19.0,10.0,5.0,0.0,0.0
1921-06,33.9,25.1,15.2,9.4,0.0,0.0
1921-07,35.0,26.8,19.0,14.4,0.0,0.0
1921-08,33.3,25.4,16.4,12.8,0.0,0.0
1921-09,33.9,24.9,15.6,11.7,0.0,0.0
1921-10,26.1,17.7,8.1,-0.6,0.0,0.0
1921-11,22.2,8.7,1.9,-3.9,40.6,2.0
1921-12,14.4,3.6,-4.4,-16.7,111.8,7.0
1922-01,10.6,1.2,-6.5,-17.8,68.6,3.0
1922-02,13.3,4.3,-4.3,-20.0,393.7,7.0
1922-03,26.1,8.8,-0.1,-10.0,149.9,2.0
1922-04,29.4,14.3,4.3,-1.7,83.8,2.0
1922-05,30.0,21.6,11.1,6.1,0.0,0.0
1922-06,33.3,24.7,16.0,11.1,0.0,0.0
1922-07,33.9,26.5,18.0,14.4,0.0,0.0
1922-08,33.9,25.2,17.4,12.2,0.0,0.0
1922-09,28.9,22.9,14.0,5.6,0.0,0.0
1922-10,30.6,17.7,7.9,-2.2,0.0,0.0
1922-11,18.9,10.1,3.0,-4.4,22.9,2.0
1922-12,16.1,2.9,-4.2,-13.3,373.4,8.0
1923-01,12.8,1.3,-7.0,-15.0,642.6,14.0
1923-02,7.2,-0.8,-8.5,-16.7,365.8,7.0
1923-03,19.4,5.8,-3.8,-15.6,269.2,5.0
1923-04,30.6,14.4,3.5,-10.6,0.0,0.0
